Source,Target,Weight
498,246,1
1625,1625,1
498,246,1
1625,1625,1
498,246,1
498,246,1
1994,895,1
1972,246,1
1322,246,1
520,246,1
1625,1625,1
498,246,1
446,246,1
498,246,1
498,246,1
498,246,1
1625,1625,1
520,56,1
498,246,1
498,246,1
1115,246,1
1625,1625,1
1994,895,1
1625,1625,1
498,246,1
310,246,1
318,1,1
1625,1625,1
520,56,1
498,246,1
103,246,1
1,993,1
1,1732,1
1,1669,1
1,1669,1
1,1028,1
1,1669,1
1,1448,1
1669,1669,1
1669,1832,1
1669,1629,1
1669,1669,1
1669,155,1
1669,1669,1
1669,1669,1
1669,1839,1
1669,1669,1
1669,380,1
1669,1669,1
1669,2015,1
1669,1669,1
1669,321,1
1277,1669,1
1277,1277,1
1669,1669,1
1669,1264,1
1669,1189,1
1669,1669,1
1,1669,1
1,1969,1
1,1669,1
1,1431,1
1,1669,1
1,52,1
1,1669,1
1,49,1
1669,1669,1
1669,1721,1
1,352,1
1,1669,1
1839,1669,1
1839,1839,1
1669,1669,1
1669,1398,1
1,1669,1
1,384,1
1,1669,1
1,1448,1
1,1669,1
1,1849,1
1669,1669,1
1669,1398,1
1669,1189,1
1669,1669,1
1,1669,1
1,1431,1
1,1669,1
1,1176,1
1669,1669,1
1669,199,1
1669,1669,1
1669,1586,1
1669,1669,1
1669,278,1
1669,1669,1
1669,1370,1
1669,1669,1
1669,813,1
1669,1669,1
1669,2015,1
1669,1669,1
1669,1878,1
1,1669,1
1,1849,1
1,352,1
1,1669,1
1,1669,1
1,2022,1
1669,1669,1
1669,597,1
1,1669,1
1,967,1
1669,26,1
1669,1669,1
1,1669,1
1,1969,1
1,1669,1
1,1260,1
1669,1669,1
1669,479,1
1669,1669,1
1669,416,1
1,1732,1
1,1669,1
1,1669,1
1,1475,1
1669,1669,1
1669,1839,1
1,1669,1
1,1606,1
1669,1669,1
1669,1031,1
1669,1669,1
1669,1277,1
1669,1669,1
1669,1277,1
1669,1669,1
1669,1878,1
1669,1669,1
1669,321,1
1669,1669,1
1669,380,1
1,1669,1
1,1943,1
1,1669,1
1,1969,1
1,1669,1
1,52,1
1669,1669,1
1669,199,1
1669,1669,1
1669,1277,1
1669,1669,1
1669,1398,1
1669,1669,1
1669,1822,1
1669,352,1
1669,1669,1
1839,1669,1
1839,1839,1
1669,1669,1
1669,1905,1
1669,1669,1
1669,1878,1
1277,1669,1
1277,1277,1
1669,1669,1
1669,1398,1
1,1669,1
1,2029,1
1,1669,1
1,1176,1
1,1669,1
1,1235,1
1,1669,1
1,1849,1
1,1732,1
1,1669,1
1,1669,1
1,1849,1
1,1732,1
1,1669,1
1,1669,1
1,1849,1
1669,1669,1
1669,1721,1
1,1669,1
1,1969,1
1669,1669,1
1669,2015,1
