Source,Target,Weight
1831,453,1
266,266,1
1037,80,1
1037,1444,1
1037,1195,1
1037,1306,1
1037,1377,1
1037,1159,1
1037,1981,1
691,453,1
2027,453,1
1948,453,1
223,1159,1
228,1159,1
5,1159,1
1629,453,1
1159,2028,1
1813,1669,1
1906,386,1
1906,1424,1
1906,1377,1
1906,246,1
1906,1159,1
1906,1306,1
691,453,1
1159,1277,1
1037,1981,1
1037,80,1
1037,1306,1
1037,1159,1
1037,1377,1
1159,691,1
1625,1625,1
1159,760,1
1846,1669,1
1287,713,1
1258,1258,1
217,1151,1
217,841,1
511,1120,1
511,465,1
511,14,1
511,1576,1
511,1369,1
511,641,1
511,410,1
511,794,1
511,1874,1
511,272,1
511,165,1
511,1323,1
511,585,1
511,852,1
511,47,1
511,203,1
511,120,1
511,999,1
511,453,1
511,1019,1
511,1987,1
511,1894,1
511,1586,1
511,1258,1
511,1792,1
511,1587,1
511,1430,1
511,1670,1
511,980,1
511,306,1
511,690,1
511,1743,1
511,329,1
511,1963,1
511,419,1
511,558,1
511,412,1
511,1501,1
511,817,1
511,266,1
511,1434,1
511,217,1
511,1467,1
511,25,1
511,457,1
511,1522,1
511,890,1
511,1241,1
511,24,1
511,1976,1
511,1440,1
511,1179,1
511,1839,1
1625,1625,1
882,1594,1
882,1906,1
882,1306,1
882,1159,1
882,1377,1
764,1159,1
1159,691,1
882,449,1
882,1159,1
882,1377,1
630,453,1
453,1948,1
1287,453,1
882,1594,1
882,1906,1
882,1306,1
882,1159,1
882,1377,1
453,691,1
1758,1159,1
882,1906,1
882,386,1
882,1424,1
882,1306,1
882,1377,1
882,1159,1
882,246,1
1669,453,1
1037,430,1
1037,1159,1
1037,1377,1
1625,1625,1
1159,895,1
1625,1625,1
760,453,1
1813,453,1
1277,453,1
5,1159,1
1039,713,1
760,453,1
1339,453,1
453,1576,1
713,1287,1
444,1159,1
217,1151,1
217,841,1
369,453,1
1385,453,1
1758,1159,1
1385,453,1
1159,369,1
1192,453,1
882,449,1
882,1159,1
882,1377,1
137,1159,1
1625,1625,1
453,691,1
263,1159,1
1220,1220,1
1157,1159,1
882,1594,1
882,1906,1
882,1306,1
882,1159,1
882,1377,1
1625,1625,1
266,266,1
1625,1625,1
1669,56,1
1159,760,1
1037,430,1
1037,1159,1
1037,1377,1
1586,713,1
1159,1768,1
764,1159,1
245,1058,1
245,410,1
245,453,1
245,329,1
245,1906,1
245,1587,1
245,1987,1
245,1768,1
1037,1444,1
1037,80,1
1037,1159,1
1037,1377,1
223,1159,1
1625,1625,1
841,1151,1
511,511,1
1037,80,1
1037,1444,1
1037,1195,1
1037,1306,1
1037,1377,1
1037,1159,1
1037,1981,1
342,453,1
1625,1625,1
1550,691,1
1369,1120,1
1369,465,1
1369,14,1
1369,1576,1
1369,203,1
1369,641,1
1369,410,1
1369,794,1
1369,1874,1
1369,272,1
1369,165,1
1369,1323,1
1369,585,1
1369,852,1
1369,47,1
1369,120,1
1369,999,1
1369,453,1
1369,1019,1
1369,1987,1
1369,1894,1
1369,1586,1
1369,1258,1
1369,1792,1
1369,1587,1
1369,1430,1
1369,1670,1
1369,980,1
1369,306,1
1369,690,1
1369,1743,1
1369,329,1
1369,1963,1
1369,419,1
1369,558,1
1369,412,1
1369,1501,1
1369,817,1
1369,266,1
1369,1434,1
1369,217,1
1369,1467,1
1369,25,1
1369,457,1
1369,1522,1
1369,890,1
1369,1241,1
1369,24,1
1369,1976,1
1369,511,1
1369,1440,1
1369,1179,1
1369,1839,1
129,1159,1
498,1159,1
713,1780,1
217,1151,1
217,841,1
500,1159,1
817,31,1
1155,891,1
1159,1201,1
476,691,1
1669,56,1
1159,1526,1
1159,702,1
2027,453,1
882,1906,1
882,386,1
882,1424,1
882,1306,1
882,1377,1
882,1159,1
882,246,1
1800,1159,1
1625,1625,1
453,179,1
713,2027,1
1669,1846,1
453,1287,1
87,1159,1
266,266,1
1669,453,1
691,453,1
1831,453,1
353,453,1
1159,209,1
1159,1586,1
453,630,1
87,1159,1
1669,56,1
453,630,1
1277,453,1
1159,1669,1
1328,713,1
1328,453,1
476,691,1
1159,869,1
1159,993,1
1159,777,1
1369,1120,1
1369,465,1
1369,14,1
1369,1576,1
1369,203,1
1369,641,1
1369,410,1
1369,794,1
1369,1874,1
1369,272,1
1369,165,1
1369,1323,1
1369,585,1
1369,852,1
1369,47,1
1369,120,1
1369,999,1
1369,453,1
1369,1019,1
1369,1987,1
1369,1894,1
1369,1586,1
1369,1258,1
1369,1792,1
1369,1587,1
1369,1430,1
1369,1670,1
1369,980,1
1369,306,1
1369,690,1
1369,1743,1
1369,329,1
1369,1963,1
1369,419,1
1369,558,1
1369,412,1
1369,1501,1
1369,817,1
1369,266,1
1369,1434,1
1369,217,1
1369,1467,1
1369,25,1
1369,457,1
1369,1522,1
1369,890,1
1369,1241,1
1369,24,1
1369,1976,1
1369,511,1
1369,1440,1
1369,1179,1
1369,1839,1
1998,1151,1
1998,217,1
1998,841,1
5,1159,1
691,1550,1
223,1159,1
1625,1625,1
630,453,1
129,1159,1
217,1151,1
217,841,1
453,56,1
511,511,1
1510,453,1
993,869,1
993,578,1
1942,1151,1
691,476,1
1669,453,1
760,453,1
1669,453,1
5,1159,1
1159,1575,1
1037,80,1
1037,1444,1
1037,1195,1
1037,1306,1
1037,1377,1
1037,1159,1
1037,1981,1
1669,56,1
1625,1625,1
1669,453,1
764,1159,1
1,453,1
223,1159,1
453,1813,1
217,1151,1
217,841,1
1998,1151,1
1998,217,1
1998,1942,1
1625,1625,1
1159,691,1
1039,1159,1
453,630,1
5,1159,1
902,895,1
882,1306,1
882,1906,1
882,386,1
882,1377,1
882,1159,1
882,246,1
1583,1159,1
1,453,1
1846,453,1
223,1159,1
1246,1159,1
946,1159,1
1246,1159,1
1550,453,1
293,713,1
1287,453,1
453,994,1
1618,1159,1
1618,572,1
882,449,1
882,1159,1
882,1377,1
293,713,1
1159,1526,1
691,1550,1
412,999,1
1874,943,1
1874,841,1
1874,1258,1
1874,1998,1
1625,1625,1
1287,453,1
630,453,1
1039,453,1
1625,1625,1
1669,453,1
1839,1120,1
1839,1576,1
1839,203,1
1839,1510,1
1839,1874,1
1839,1830,1
1839,465,1
1839,1878,1
1839,999,1
1839,453,1
1839,1987,1
1839,1586,1
1839,1258,1
1839,539,1
1839,1669,1
1839,1792,1
1839,1963,1
1839,419,1
1839,412,1
1839,1052,1
1839,1768,1
1839,479,1
872,1669,1
691,1830,1
1246,1159,1
1625,1625,1
1625,1625,1
702,1768,1
1830,691,1
266,266,1
1792,463,1
1792,203,1
1792,1550,1
1526,453,1
266,266,1
1576,453,1
882,449,1
882,1159,1
882,1377,1
805,1159,1
217,1151,1
217,841,1
713,819,1
2027,453,1
2027,155,1
2027,56,1
137,1159,1
2027,453,1
841,1151,1
129,1159,1
1800,1159,1
1770,31,1
223,1159,1
869,453,1
453,691,1
1287,453,1
691,453,1
1586,453,1
453,142,1
223,1159,1
223,1159,1
764,1159,1
741,991,1
129,1159,1
1942,1151,1
1880,453,1
1159,1970,1
1625,1625,1
453,1039,1
1522,1151,1
1522,841,1
1839,1120,1
1839,1576,1
1839,203,1
1839,1510,1
1839,1874,1
1839,1830,1
1839,465,1
1839,1878,1
1839,999,1
1839,453,1
1839,1987,1
1839,1586,1
1839,1258,1
1839,539,1
1839,1669,1
1839,1792,1
1839,1963,1
1839,419,1
1839,412,1
1839,1052,1
1839,1768,1
1839,479,1
1625,1625,1
1,453,1
205,713,1
882,1306,1
882,1906,1
882,386,1
882,1377,1
882,1159,1
882,246,1
137,1159,1
943,1151,1
943,1522,1
943,1942,1
1758,1159,1
266,266,1
1625,1625,1
691,106,1
713,1780,1
841,1151,1
764,1159,1
106,691,1
917,1159,1
24,31,1
1625,1625,1
217,1151,1
217,841,1
1328,1587,1
1328,897,1
1328,1070,1
1328,358,1
1328,572,1
1328,245,1
1328,1158,1
1328,453,1
1328,410,1
1037,80,1
1037,1444,1
1037,1195,1
1037,1306,1
1037,1377,1
1037,1159,1
1037,1981,1
1287,453,1
987,1159,1
2027,713,1
1906,1594,1
1906,1306,1
1906,1159,1
1906,1377,1
1550,691,1
453,1287,1
1792,463,1
1792,203,1
1792,1550,1
1813,453,1
1813,1619,1
1813,1669,1
1955,2027,1
