Source,Target,Weight
1159,1648,1
1159,468,1
1159,1262,1
1159,1070,1
1159,1748,1
1159,1654,1
1159,660,1
1159,506,1
675,895,1
505,246,1
1625,1625,1
498,246,1
498,246,1
545,895,1
1827,895,1
1272,895,1
1625,1625,1
498,246,1
1847,246,1
498,246,1
1624,1238,1
811,246,1
1251,246,1
498,246,1
836,246,1
836,825,1
1625,1625,1
1401,246,1
498,246,1
498,246,1
1647,895,1
919,246,1
1625,1625,1
1625,1625,1
498,246,1
1625,1625,1
498,246,1
256,246,1
1874,1874,1
1043,895,1
991,895,1
498,246,1
1625,1625,1
1625,1625,1
675,1500,1
498,246,1
498,246,1
498,895,1
1625,1625,1
498,246,1
359,453,1
359,895,1
1343,246,1
271,246,1
1908,895,1
897,1906,1
1412,895,1
1625,1625,1
498,246,1
1625,1625,1
648,246,1
498,246,1
1016,895,1
498,246,1
1729,246,1
1625,1625,1
675,1500,1
675,1952,1
1763,246,1
1625,1625,1
588,246,1
547,1631,1
547,968,1
547,1521,1
1,1669,1
1,317,1
1,1732,1
1,1669,1
1669,1189,1
1669,1669,1
1,1669,1
1,1260,1
1669,1669,1
1669,630,1
1,1669,1
1,254,1
1,1669,1
1,1969,1
1,1669,1
1,1969,1
1,1669,1
1,1969,1
1669,1669,1
1669,1160,1
1878,1669,1
1878,1878,1
1,1669,1
1,600,1
1,1669,1
1,1530,1
1669,1669,1
1669,1160,1
1277,1669,1
1277,1277,1
1,1732,1
1,1669,1
1669,1669,1
1669,1160,1
1669,1669,1
1669,1826,1
1,352,1
1,1669,1
1,1669,1
1,623,1
1,1669,1
1,1593,1
1669,1669,1
1669,611,1
1,1669,1
1,1431,1
1669,1669,1
1669,886,1
1669,1669,1
1669,1826,1
1,352,1
1,1669,1
1,1669,1
1,752,1
1,1669,1
1,1431,1
1,1669,1
1,1235,1
1,1817,1
1,1669,1
1,1669,1
1,1969,1
1878,1669,1
1878,1878,1
1,1669,1
1,1431,1
1,1669,1
1,1969,1
1669,750,1
1669,1669,1
1,1732,1
1,1669,1
1669,155,1
1669,1669,1
1669,750,1
1669,1669,1
1669,1669,1
1669,120,1
1669,313,1
1669,1669,1
1,1669,1
1,722,1
1,1669,1
1,1438,1
1,770,1
1,1669,1
1669,1669,1
1669,1160,1
1277,1669,1
1277,1277,1
1669,1669,1
1669,1826,1
1,1669,1
1,1431,1
1398,1669,1
1398,1398,1
1669,1669,1
1669,1818,1
1,455,1
1,1669,1
1,352,1
1,1669,1
1669,1669,1
1669,2017,1
1,1817,1
1,1669,1
1669,1669,1
1669,1172,1
1669,1669,1
1669,1806,1
1,1719,1
1,1669,1
120,1669,1
120,120,1
