Source,Target,Weight
1159,1768,1
1159,1629,1
1159,1629,1
498,246,1
498,246,1
498,246,1
1842,246,1
498,246,1
110,246,1
498,246,1
1625,1625,1
911,246,1
1625,1625,1
673,246,1
1625,299,1
110,246,1
1156,246,1
1625,1625,1
498,246,1
498,246,1
498,246,1
1625,1625,1
911,246,1
1258,1258,1
1625,1625,1
1625,1625,1
498,246,1
110,246,1
110,246,1
979,246,1
498,246,1
1,993,1
1,1669,1
1,1496,1
1669,1669,1
1669,1839,1
1,1669,1
1,1431,1
1,1669,1
1,1969,1
1669,1669,1
1669,1440,1
702,1669,1
702,702,1
1669,1669,1
1669,1917,1
1,1669,1
1,1431,1
1,1669,1
1,1260,1
1669,1669,1
1669,1586,1
1,1669,1
1,1643,1
1669,247,1
1669,1669,1
1323,1669,1
1323,1323,1
1669,1669,1
1669,1878,1
1,1732,1
1,1669,1
1277,1669,1
1277,1277,1
1669,1669,1
1669,1564,1
1,1669,1
1,1176,1
1,352,1
1,1669,1
247,247,1
247,1669,1
1,1669,1
1,1260,1
1669,1669,1
1669,2027,1
1669,1669,1
1669,1586,1
1669,1669,1
1669,1951,1
749,1669,1
749,749,1
1669,1669,1
1669,1839,1
1,1669,1
1,314,1
1669,1669,1
1669,674,1
1,1669,1
1,1448,1
1277,1669,1
1277,1277,1
1669,1669,1
1669,1586,1
1669,1669,1
1669,674,1
1669,1669,1
1669,1004,1
1,1766,1
1,1669,1
1,1669,1
1,314,1
1,1669,1
1,552,1
1,1669,1
1,1969,1
1,1669,1
1,1260,1
1669,1189,1
1669,1669,1
1669,1669,1
1669,1878,1
1669,1669,1
1669,674,1
1,242,1
1,1669,1
1,352,1
1,1669,1
1,1646,1
1,1669,1
1669,1669,1
1669,1296,1
1,352,1
1,1669,1
1669,1669,1
1669,1951,1
1,1669,1
1,317,1
1,1669,1
1,644,1
1,1669,1
1,1260,1
1,1669,1
1,317,1
1,1669,1
1,1475,1
1,1669,1
1,530,1
1,1669,1
1,1643,1
1669,247,1
1669,1669,1
1,1669,1
1,1448,1
1669,1669,1
1669,413,1
1,1732,1
1,1669,1
1669,1669,1
1669,1507,1
1669,1669,1
1669,1586,1
1,1669,1
1,1431,1
1,1732,1
1,1669,1
1669,1669,1
1669,1826,1
1669,1669,1
1669,413,1
