Source,Target,Weight
1159,1325,1
1159,359,1
1625,1625,1
979,246,1
331,246,1
422,246,1
498,246,1
1470,246,1
1077,246,1
520,246,1
520,56,1
1625,1625,1
1162,895,1
520,246,1
498,246,1
1625,1625,1
422,246,1
498,246,1
1625,1625,1
1736,246,1
1145,246,1
422,246,1
546,246,1
498,246,1
1625,1625,1
498,246,1
520,56,1
1625,1625,1
498,246,1
1625,1625,1
1625,1625,1
422,246,1
498,246,1
1625,1625,1
1625,1625,1
1625,1625,1
787,246,1
1625,1625,1
1625,1625,1
1145,246,1
1625,1625,1
1003,246,1
1669,1120,1
1669,1669,1
1,1669,1
1,525,1
1,1669,1
1,1260,1
1669,1669,1
1669,1839,1
1669,1669,1
1669,1878,1
245,245,1
245,1669,1
1,1669,1
1,325,1
1669,1669,1
1669,1338,1
1,1669,1
1,1260,1
1669,768,1
1669,1669,1
1,1669,1
1,644,1
1,1669,1
1,1969,1
1,1669,1
1,1391,1
1669,1120,1
1669,1669,1
1,352,1
1,1669,1
1669,1669,1
1669,1850,1
1,1669,1
1,525,1
1669,1669,1
1669,1455,1
1669,1669,1
1669,1576,1
1,1669,1
1,1375,1
1,1669,1
1,1285,1
1,1669,1
1,644,1
1669,1713,1
1669,1669,1
1,1669,1
1,1969,1
1669,845,1
1669,1669,1
1,1669,1
1,1316,1
1,1669,1
1,1969,1
1,1669,1
1,1969,1
1,1669,1
1,1969,1
1669,1120,1
1669,1669,1
1669,1669,1
1669,325,1
1,352,1
1,1669,1
1669,1669,1
1669,1277,1
1669,1669,1
1669,1586,1
1,1669,1
1,652,1
1,1669,1
1,1448,1
1,1669,1
1,612,1
1,1669,1
1,325,1
1,1669,1
1,1835,1
1,1669,1
1,1260,1
1669,1120,1
1669,1669,1
1669,1669,1
1669,1878,1
1,1669,1
1,1969,1
1,1669,1
1,1431,1
1,352,1
1,1669,1
1669,1669,1
1669,1277,1
1669,1770,1
1669,1669,1
1669,966,1
1669,1669,1
1669,26,1
1669,1669,1
895,279,1
