Source,Target,Weight
1159,934,1
1159,2027,1
1159,1558,1
1575,453,1
1159,1027,1
1575,453,1
1159,892,1
1159,1123,1
1159,1396,1
453,1669,1
453,713,1
1575,453,1
1159,1048,1
1625,1625,1
1625,1625,1
1625,1625,1
1625,1625,1
1625,1625,1
1625,1625,1
341,56,1
498,246,1
1625,1625,1
1625,1625,1
1571,1571,1
1625,1625,1
331,246,1
1625,1625,1
1625,1625,1
1476,246,1
498,246,1
341,56,1
498,246,1
1625,1625,1
1579,895,1
1625,1625,1
1625,1625,1
1625,1625,1
341,56,1
1625,1625,1
1625,1625,1
1651,1651,1
1625,1625,1
1625,1625,1
331,246,1
341,56,1
341,56,1
1625,1625,1
1900,246,1
1625,1625,1
1900,246,1
