Source,Target,Weight
1159,359,1
1159,102,1
1159,613,1
1037,449,1
1037,767,1
1037,1159,1
1037,1124,1
1037,1377,1
1159,1541,1
1159,571,1
498,246,1
498,246,1
1874,1874,1
498,246,1
498,246,1
1625,1625,1
498,246,1
497,246,1
498,246,1
1625,1625,1
1874,1874,1
497,246,1
110,246,1
498,246,1
498,246,1
498,246,1
700,246,1
474,246,1
1625,1625,1
1625,1625,1
1625,1625,1
1341,246,1
1624,1238,1
1625,1625,1
498,246,1
1339,246,1
498,246,1
1625,1625,1
498,246,1
498,246,1
498,246,1
1079,1005,1
1,993,1
1669,1669,1
1669,504,1
1669,57,1
1669,1669,1
1,1669,1
1,1235,1
1669,1669,1
1669,486,1
1,1669,1
1,1530,1
1669,1669,1
1669,1917,1
1,1669,1
1,950,1
1,1732,1
1,1669,1
1669,1669,1
1669,171,1
1,1669,1
1,1448,1
1669,155,1
1669,1669,1
1,1669,1
1,1765,1
1669,1669,1
1669,1586,1
1669,1669,1
1669,1507,1
1669,1189,1
1669,1669,1
1,1669,1
1,1969,1
1,1766,1
1,1669,1
1669,1669,1
1669,1004,1
1669,1669,1
1669,199,1
1,1726,1
1,1669,1
1277,1669,1
1277,1277,1
1669,1669,1
1669,1586,1
1586,1669,1
1586,1586,1
1669,1120,1
1669,1669,1
1,1732,1
1,1669,1
1,1669,1
1,1969,1
1,1669,1
1,1176,1
1,1669,1
1,722,1
1,1669,1
1,1969,1
1,1732,1
1,1669,1
1,1669,1
1,1225,1
1,1509,1
1,1669,1
1,1669,1
1,1849,1
1669,1669,1
1669,868,1
1,1669,1
1,1969,1
1,1669,1
1,1969,1
1669,57,1
1669,1669,1
1,1669,1
1,1969,1
1669,1669,1
1669,1277,1
1669,1669,1
1669,486,1
1669,1120,1
1669,1669,1
1669,1669,1
1669,9,1
1669,1669,1
1669,597,1
1669,1002,1
1669,1669,1
1669,1669,1
1669,662,1
1669,1120,1
1669,1669,1
1,1669,1
1,1448,1
1669,1669,1
1669,868,1
1669,1189,1
1669,1669,1
1669,1669,1
1669,1235,1
1669,1669,1
1669,1721,1
1669,1669,1
1669,9,1
1120,1120,1
1120,1669,1
1669,1189,1
1669,1669,1
1,1669,1
1,1431,1
1669,212,1
1669,1669,1
1,1669,1
1,1431,1
1277,1669,1
1277,1277,1
1669,1669,1
1669,199,1
1669,1071,1
1669,1669,1
1669,1669,1
1669,1859,1
1669,1120,1
1669,1669,1
1669,1228,1
1669,1669,1
1,1669,1
1,1431,1
1,1669,1
1,1235,1
1669,1669,1
1669,1586,1
1669,1669,1
1669,1878,1
1669,1669,1
1669,1730,1
1669,1669,1
1669,868,1
1669,1189,1
1669,1669,1
1669,1669,1
1669,1633,1
1669,1669,1
1669,537,1
1,1669,1
1,448,1
1669,1120,1
1669,1669,1
1,1669,1
1,1235,1
1669,26,1
1669,1669,1
1669,1669,1
1669,868,1
1669,1669,1
1669,1586,1
1669,1669,1
1669,662,1
1,1669,1
1,1260,1
1669,1669,1
1669,791,1
1669,1669,1
1669,868,1
1,1669,1
1,1235,1
1,770,1
1,1669,1
1120,1120,1
1120,1669,1
1669,1669,1
1669,630,1
1669,1669,1
1669,199,1
1669,1669,1
1669,1898,1
1669,1120,1
1669,1669,1
1,1669,1
1,1260,1
1669,1669,1
1669,1783,1
1669,1224,1
1669,1669,1
1,1669,1
1,1969,1
1,1669,1
1,1225,1
120,1669,1
120,120,1
1669,1669,1
1669,868,1
1669,1669,1
1669,791,1
1669,1669,1
1669,1898,1
1669,1669,1
1669,1171,1
1669,1132,1
1669,1669,1
1,1669,1
1,1849,1
1,1669,1
1,612,1
1669,1669,1
1669,985,1
1,1669,1
1,2022,1
1,1669,1
1,1969,1
1669,1669,1
1669,1878,1
1669,1189,1
1669,1669,1
1669,1669,1
1669,1804,1
1669,1669,1
1669,1839,1
1669,1332,1
1669,1669,1
1,1669,1
1,1969,1
1,1669,1
1,294,1
1586,1669,1
1586,1586,1
1669,1669,1
1669,1721,1
1,1669,1
1,1969,1
1,1669,1
1,1530,1
1669,1669,1
1669,985,1
1,1669,1
1,1075,1
1669,1669,1
1669,1951,1
1669,1189,1
1669,1669,1
1,1669,1
1,1969,1
1,1669,1
1,1969,1
1,1669,1
1,1836,1
1669,1669,1
1669,1277,1
1669,1120,1
1669,1669,1
1669,1120,1
1669,1669,1
1669,1669,1
1669,1839,1
1669,1669,1
1669,7,1
1669,1669,1
1669,1277,1
1,1669,1
1,1849,1
1669,1669,1
1669,1783,1
1669,1669,1
1669,1826,1
1,1732,1
1,1669,1
1,352,1
1,1669,1
1,1669,1
1,1969,1
1669,1002,1
1669,1669,1
1669,1189,1
1669,1669,1
1,352,1
1,1669,1
1,1669,1
1,1969,1
1669,1669,1
1669,7,1
1669,1669,1
1669,1568,1
1669,1189,1
1669,1669,1
