Source,Target,Weight
1159,1748,1
1159,869,1
1159,1910,1
1159,1403,1
1159,943,1
1159,620,1
1159,1274,1
1159,1166,1
1159,923,1
1159,1039,1
1159,1610,1
1159,1587,1
1159,1179,1
1159,1219,1
1159,1587,1
1159,410,1
101,246,1
977,895,1
359,895,1
1625,1625,1
498,246,1
256,246,1
1625,1625,1
839,839,1
1625,1625,1
1625,1625,1
1625,1625,1
1625,1625,1
359,329,1
359,476,1
359,1768,1
359,1987,1
359,1550,1
1625,1625,1
1625,1625,1
1625,1625,1
1130,246,1
331,246,1
1625,1625,1
1625,1625,1
498,246,1
1625,1625,1
1339,246,1
1625,1625,1
498,246,1
498,246,1
1625,1625,1
256,895,1
1161,246,1
1625,1625,1
256,246,1
498,246,1
1625,1625,1
1063,246,1
256,246,1
1906,1500,1
1906,730,1
1906,140,1
1906,449,1
1625,1625,1
256,246,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1882,993,1
1,453,1
1,278,1
